QuestionID,TextoPergunta,RotuloPT_auto
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,queda Taxa Selic
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,Queda do atual Presidente
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,troca do governo federal
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,Troca do presidente.
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,Ausência de interferência pelo Governo em Estatais (empresas de economia mista)
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,Mudanças nas atitudes do Governo
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,nao querem saber de bolsa brasileira
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,acordo de paz
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,"Redução de ruídos de conflitos entre países no oriente médio, russia, china e EUA"
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,Aumento expressivo do capital estrangeiro na B3
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,Preço/Lucro muito a baixo
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,posse do Alckmin
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,Acredito que redução dos juros e redução do risco fiscal.
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,Troca do atual Presidente do Brasil
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,ações muito baratas
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,RISCO POLITICO
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,Mudança do governo
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,Expectativa de candidatos a eleição em 2026
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,Saida do lula do poder
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,"O sentimento é claro: As ações são boas, mas o governo não ajuda"
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,Troca do Presidente
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,Eleições
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,mudança de rumo na política econômica EUA
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,Sinalização de mudança de governo
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,"Melhor custo beneficio em relação a rentabilidade. Renda fixa, baixo risco ganhando 15%, qual o prêmio em RV ?"
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,vitória de um candidato de direita
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,eleiçao 2026
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,Expectativa da alternância de poder no Brasil
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,Os preços caírem mais
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,Entrada de recursos estrangeiros em nossa bolsa.
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,Queda do governo Lula.
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,Mudança política
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,Derrota do Lula (vagabundo)
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,sinalização de vitória da direita em 2026
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,Ter fee fixo para clientes menores de 300k
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,"Meus clientes não se guiam pelo imediato, mas pelo longo prazo. No longo prazo, notícias e fatos específicos não fazem diferença."
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,continuação do atual governo
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,Mudança total do governo
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,Mudar governo e CORTAR GASTOS
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,Direita assumindo o BRasil
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,Mudança na Política Fiscal
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,Fiscal e crescimento sustentável
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,eleiçoes
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,Alternância do partido no governo
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,Mudança no espectro politico brasileiro
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,Estabilidade e previsibilidade juridica e ecônomica
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,Eleição de um Fiscalista.
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,redução das incertezas na geopolítica internacional
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,Eleição de um governo fiscalista
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,eleição da direita
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,Mudança política.
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,PT perder a eleição
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,Riscos geopolíticos
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,Lula morrer
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,"Fim da guerra, estabilização preço petróleo"
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,Menos conflitos geopolíticos
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,saída do PT
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,acabar a guerra do EUA-irã
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,Fim do conflito no Irã
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,"os clientes ainda nao sabem como a bolsa vai se comportar, então estao surfando enquanto podem."
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,Sensação de segurança nas informações
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,Fim de conflitos geopolíticos
Q016,Qual dos fatores abaixo aumentaria o apetite por risco dos clientes para alocar em ações brasileiras?,fim das guerras
Q017,Que tipo de estratégia de investimentos os seus clientes estão mais interessados?,Dividendos
Q017,Que tipo de estratégia de investimentos os seus clientes estão mais interessados?,Ações defensivas
Q017,Que tipo de estratégia de investimentos os seus clientes estão mais interessados?,Ações de alto crescimento
Q017,Que tipo de estratégia de investimentos os seus clientes estão mais interessados?,Commodities
Q017,Que tipo de estratégia de investimentos os seus clientes estão mais interessados?,Ações com exposição a dólar
Q017,Que tipo de estratégia de investimentos os seus clientes estão mais interessados?,Large Caps
Q017,Que tipo de estratégia de investimentos os seus clientes estão mais interessados?,Small Caps
Q017,Que tipo de estratégia de investimentos os seus clientes estão mais interessados?,Teses de turnaround
Q017,Que tipo de estratégia de investimentos os seus clientes estão mais interessados?,Alto momentum
Q017,Que tipo de estratégia de investimentos os seus clientes estão mais interessados?,Outra
Q017,Que tipo de estratégia de investimentos os seus clientes estão mais interessados?,Por que diabos os relatórios de ações em pdf do research da XP estão só em inglês?
Q017,Que tipo de estratégia de investimentos os seus clientes estão mais interessados?,opções
Q017,Que tipo de estratégia de investimentos os seus clientes estão mais interessados?,Produtos Estruturados
Q021,Seus clientes acompanham a temporada de resultados?,Não acompanham
Q021,Seus clientes acompanham a temporada de resultados?,"Sim, para monitoramento da carteira"
Q021,Seus clientes acompanham a temporada de resultados?,"Sim, para buscarem oportunidades de longo prazo"
Q021,Seus clientes acompanham a temporada de resultados?,"Sim, para acharem oportunidades de curto prazo"
Q023,Em qual nível de Selic seus clientes devem voltar a alocar em renda variável?,9%
Q023,Em qual nível de Selic seus clientes devem voltar a alocar em renda variável?,8%
Q023,Em qual nível de Selic seus clientes devem voltar a alocar em renda variável?,Abaixo 8%
Q023,Em qual nível de Selic seus clientes devem voltar a alocar em renda variável?,10%
Q023,Em qual nível de Selic seus clientes devem voltar a alocar em renda variável?,12%
Q023,Em qual nível de Selic seus clientes devem voltar a alocar em renda variável?,11%
Q024,Qual o nível que você espera que o Ibovespa atinja nos próximos 12 meses?,Entre 130 mil e 140 mil pontos
Q024,Qual o nível que você espera que o Ibovespa atinja nos próximos 12 meses?,Entre 140 mil e 150 mil pontos
Q024,Qual o nível que você espera que o Ibovespa atinja nos próximos 12 meses?,Entre 120 mil e 130 mil pontos
Q024,Qual o nível que você espera que o Ibovespa atinja nos próximos 12 meses?,Entre 150 mil e 160 mil pontos
Q024,Qual o nível que você espera que o Ibovespa atinja nos próximos 12 meses?,Abaixo 120 mil pontos
Q024,Qual o nível que você espera que o Ibovespa atinja nos próximos 12 meses?,Entre 160 e 170 mil pontos
Q024,Qual o nível que você espera que o Ibovespa atinja nos próximos 12 meses?,Acima 170 mil pontos
Q025,Houve alteração nas carteiras de seus clientes após os recentes anúncios de estímulos na China?,"Não, e não planejam pois os clientes não acreditam numa mudança estrutural na China"
Q025,Houve alteração nas carteiras de seus clientes após os recentes anúncios de estímulos na China?,"Não, pois meus clientes já estão posicionados em ativos chineses ou expostos à China"
Q025,Houve alteração nas carteiras de seus clientes após os recentes anúncios de estímulos na China?,"Não, mas meus clientes planejam aumentar a alocação em ativos chineses ou expostos à China"
Q025,Houve alteração nas carteiras de seus clientes após os recentes anúncios de estímulos na China?,"Sim, aumentaram exposição em ativos chineses ou expostos à China"
Q025,Houve alteração nas carteiras de seus clientes após os recentes anúncios de estímulos na China?,Investem apenas no Brasil
Q025,Houve alteração nas carteiras de seus clientes após os recentes anúncios de estímulos na China?,não pois a maioria dos clientes estão alocados em renda fixa aqui no Brasil.
Q025,Houve alteração nas carteiras de seus clientes após os recentes anúncios de estímulos na China?,"Não, pois meus clientes não possuem esse tipo de exposição direta."
Q025,Houve alteração nas carteiras de seus clientes após os recentes anúncios de estímulos na China?,"Não, clientes expostos em carteira de dividendos"
Q025,Houve alteração nas carteiras de seus clientes após os recentes anúncios de estímulos na China?,investem através de fundos de ações
Q025,Houve alteração nas carteiras de seus clientes após os recentes anúncios de estímulos na China?,sairam da posição em china no passado
Q025,Houve alteração nas carteiras de seus clientes após os recentes anúncios de estímulos na China?,Não
Q025,Houve alteração nas carteiras de seus clientes após os recentes anúncios de estímulos na China?,Não houve.
Q025,Houve alteração nas carteiras de seus clientes após os recentes anúncios de estímulos na China?,"Não, pois não se interessam pelo assunto."
Q026,Houve alteração no sentimento de seus clientes em relação à renda variável após a temporada de resultados do 3o trimestre?,"Não, permaneceram neutros"
Q026,Houve alteração no sentimento de seus clientes em relação à renda variável após a temporada de resultados do 3o trimestre?,"Sim, ficaram mais pessimistas"
Q026,Houve alteração no sentimento de seus clientes em relação à renda variável após a temporada de resultados do 3o trimestre?,"Não, permaneceram pessimistas"
Q026,Houve alteração no sentimento de seus clientes em relação à renda variável após a temporada de resultados do 3o trimestre?,"Sim, ficaram mais neutros"
Q026,Houve alteração no sentimento de seus clientes em relação à renda variável após a temporada de resultados do 3o trimestre?,"Sim, ficaram mais otimistas"
Q026,Houve alteração no sentimento de seus clientes em relação à renda variável após a temporada de resultados do 3o trimestre?,"Não, permaneceram otimistas"
Q027,Houve ou haverá alteração nas carteiras de renda variável de seus clientes em meio às eleições americanas?,Não fizeram e não planejam efetuar mudanças baseado no resultado das eleições presidenciais americanas
Q027,Houve ou haverá alteração nas carteiras de renda variável de seus clientes em meio às eleições americanas?,"Sim, aumentaram ou planejam aumentar a exposição em outros setores visando vitória de Trump"
Q027,Houve ou haverá alteração nas carteiras de renda variável de seus clientes em meio às eleições americanas?,"Sim, aumentaram ou planejam aumentar a exposição em setores de exportação de commodities visando vitória de Trump"
Q027,Houve ou haverá alteração nas carteiras de renda variável de seus clientes em meio às eleições americanas?,"Sim, aumentaram ou planejam aumentar a exposição em investimento verde visando vitória da Kamala"
Q028,Qual o nível que você espera que o Ibovespa atinja ao fim de 2025?,Entre 130 mil e 140 mil pontos
Q028,Qual o nível que você espera que o Ibovespa atinja ao fim de 2025?,Entre 140 mil e 150 mil pontos
Q028,Qual o nível que você espera que o Ibovespa atinja ao fim de 2025?,Entre 120 mil e 130 mil pontos
Q028,Qual o nível que você espera que o Ibovespa atinja ao fim de 2025?,Entre 110 mil e 120 mil pontos
Q028,Qual o nível que você espera que o Ibovespa atinja ao fim de 2025?,Entre 150 e 160 mil pontos
Q028,Qual o nível que você espera que o Ibovespa atinja ao fim de 2025?,Abaixo de 110 mil pontos
Q028,Qual o nível que você espera que o Ibovespa atinja ao fim de 2025?,Entre 160 e 170 mil pontos
Q028,Qual o nível que você espera que o Ibovespa atinja ao fim de 2025?,Acima 170 mil pontos
Q029,Quais características na renda variável que seus clientes estão mais interessados em investir neste momento?,Ações defensivas
Q029,Quais características na renda variável que seus clientes estão mais interessados em investir neste momento?,"Ações com carrego sólido (altas TIRs, geração de caixa)"
Q029,Quais características na renda variável que seus clientes estão mais interessados em investir neste momento?,Ações dolarizadas
Q029,Quais características na renda variável que seus clientes estão mais interessados em investir neste momento?,Ações com uma forte dinâmica de lucros
Q029,Quais características na renda variável que seus clientes estão mais interessados em investir neste momento?,Ações de crescimento
Q029,Quais características na renda variável que seus clientes estão mais interessados em investir neste momento?,Ações com baixa alavancagem financeira
Q029,Quais características na renda variável que seus clientes estão mais interessados em investir neste momento?,Ações cíclicas
Q030,"Como se tornou o sentimento de seus clientes em relação à renda variável após o anúncio do pacote de corte de gastos, comparado ao que era antes?",Pessimista
Q030,"Como se tornou o sentimento de seus clientes em relação à renda variável após o anúncio do pacote de corte de gastos, comparado ao que era antes?",Levemente pessimista
Q030,"Como se tornou o sentimento de seus clientes em relação à renda variável após o anúncio do pacote de corte de gastos, comparado ao que era antes?",Neutro
Q030,"Como se tornou o sentimento de seus clientes em relação à renda variável após o anúncio do pacote de corte de gastos, comparado ao que era antes?",Levemente otimista
Q030,"Como se tornou o sentimento de seus clientes em relação à renda variável após o anúncio do pacote de corte de gastos, comparado ao que era antes?",Otimista
Q031,"Em períodos de maior incerteza, seus clientes costumam preferir:",Reduzir exposição em renda variável
Q031,"Em períodos de maior incerteza, seus clientes costumam preferir:",Manter exposição em renda variável
Q031,"Em períodos de maior incerteza, seus clientes costumam preferir:",Zerar exposição em renda variável
Q031,"Em períodos de maior incerteza, seus clientes costumam preferir:",Aumentar exposição em renda variável
Q032,"A alta do custo de vida, refletida nas leituras recentes e expectativas para o IPCA, tem levado seus clientes a reduzir os aportes em renda variável?",Sim
Q032,"A alta do custo de vida, refletida nas leituras recentes e expectativas para o IPCA, tem levado seus clientes a reduzir os aportes em renda variável?",Não
Q033,Como está a expectativa de seus clientes para o desempenho das empresas nesta temporada de resultados?,Neutra
Q033,Como está a expectativa de seus clientes para o desempenho das empresas nesta temporada de resultados?,Positiva
Q033,Como está a expectativa de seus clientes para o desempenho das empresas nesta temporada de resultados?,Negativa
Q033,Como está a expectativa de seus clientes para o desempenho das empresas nesta temporada de resultados?,Fortemente positiva
Q033,Como está a expectativa de seus clientes para o desempenho das empresas nesta temporada de resultados?,Fortemente negativa
Q034,Quais tipos de papéis seus clientes preferem evitar?,Alta alavancagem financeira
Q034,Quais tipos de papéis seus clientes preferem evitar?,Exposição a riscos políticos
Q034,Quais tipos de papéis seus clientes preferem evitar?,Alta sensitividade aos juros
Q034,Quais tipos de papéis seus clientes preferem evitar?,Yields baixos
Q034,Quais tipos de papéis seus clientes preferem evitar?,Baixo crescimento
Q034,Quais tipos de papéis seus clientes preferem evitar?,Alta sensitividade a inflação
Q034,Quais tipos de papéis seus clientes preferem evitar?,Margens baixas
Q034,Quais tipos de papéis seus clientes preferem evitar?,Beta alto
Q035,Quais estratégias de proteção seus clientes utilizam?,Diversificação (ex.: geografia
Q035,Quais estratégias de proteção seus clientes utilizam?,classes de ativos)
Q035,Quais estratégias de proteção seus clientes utilizam?,Dólar
Q035,Quais estratégias de proteção seus clientes utilizam?,Operações estruturadas
Q035,Quais estratégias de proteção seus clientes utilizam?,Não utilizam estratégias de proteção
Q035,Quais estratégias de proteção seus clientes utilizam?,Opções
Q035,Quais estratégias de proteção seus clientes utilizam?,Alocação tática
Q035,Quais estratégias de proteção seus clientes utilizam?,Ficar short
Q035,Quais estratégias de proteção seus clientes utilizam?,Futuros
Q036,Qual o nível de monitoramento de portfólio que seus clientes fazem?,Mensalmente
Q036,Qual o nível de monitoramento de portfólio que seus clientes fazem?,Semanalmente
Q036,Qual o nível de monitoramento de portfólio que seus clientes fazem?,Diariamente
Q036,Qual o nível de monitoramento de portfólio que seus clientes fazem?,Trimestralmente
Q036,Qual o nível de monitoramento de portfólio que seus clientes fazem?,Quase nunca
Q036,Qual o nível de monitoramento de portfólio que seus clientes fazem?,Semestralmente
Q037,Qual a frequência de rebalanceamento de portfólio que seus clientes fazem?,Trimestralmente
Q037,Qual a frequência de rebalanceamento de portfólio que seus clientes fazem?,Mensalmente
Q037,Qual a frequência de rebalanceamento de portfólio que seus clientes fazem?,Semestralmente
Q037,Qual a frequência de rebalanceamento de portfólio que seus clientes fazem?,Quase nunca
Q037,Qual a frequência de rebalanceamento de portfólio que seus clientes fazem?,Anualmente
Q037,Qual a frequência de rebalanceamento de portfólio que seus clientes fazem?,Semanalmente
Q038,Quais estratégias de proteção contra a volatilidade alta seus clientes utilizam?,Diversificação (ex.: geografia
Q038,Quais estratégias de proteção contra a volatilidade alta seus clientes utilizam?,classes de ativos)
Q038,Quais estratégias de proteção contra a volatilidade alta seus clientes utilizam?,Investimento a longo prazo
Q038,Quais estratégias de proteção contra a volatilidade alta seus clientes utilizam?,Investimentos em setores defensivos
Q038,Quais estratégias de proteção contra a volatilidade alta seus clientes utilizam?,Rebalanceamento de ativos no portfólio
Q038,Quais estratégias de proteção contra a volatilidade alta seus clientes utilizam?,Não utilizam estratégias de proteção contra volatilidade
Q038,Quais estratégias de proteção contra a volatilidade alta seus clientes utilizam?,Hedging com Opções
Q038,Quais estratégias de proteção contra a volatilidade alta seus clientes utilizam?,Custo médio (Dollar-Cost Average)
Q038,Quais estratégias de proteção contra a volatilidade alta seus clientes utilizam?,Ordens de Stop-Loss
Q039,Quão confiantes seus clientes estão de que seus portfólios estão bem diversificados em relação aos riscos de mercado?,Meio confiante
Q039,Quão confiantes seus clientes estão de que seus portfólios estão bem diversificados em relação aos riscos de mercado?,Bem confiante
Q039,Quão confiantes seus clientes estão de que seus portfólios estão bem diversificados em relação aos riscos de mercado?,Não estou confiante
Q040,Qual o horizonte de investimento de seus clientes?,Longo-prazo (maior que 1 ano)
Q040,Qual o horizonte de investimento de seus clientes?,Médio-prazo (de 3 meses a 1 ano)
Q041,O horizonte de investimento de seus clientes mudou devido a eventos macroeconômicos recentes?,"Não, sem intenção de mudar"
Q041,O horizonte de investimento de seus clientes mudou devido a eventos macroeconômicos recentes?,"Sim, encurtou"
Q041,O horizonte de investimento de seus clientes mudou devido a eventos macroeconômicos recentes?,"Não, mas querem mudar"
Q041,O horizonte de investimento de seus clientes mudou devido a eventos macroeconômicos recentes?,"Sim, ficou mais longo"
Q042,O interesse de seus clientes por investimentos internacionais aumentou após o anúncio das tarifas e a volatilidade recente no mercado?,Não mudou
Q042,O interesse de seus clientes por investimentos internacionais aumentou após o anúncio das tarifas e a volatilidade recente no mercado?,Sim - levemente
Q042,O interesse de seus clientes por investimentos internacionais aumentou após o anúncio das tarifas e a volatilidade recente no mercado?,Sim - razoavelmente
Q042,O interesse de seus clientes por investimentos internacionais aumentou após o anúncio das tarifas e a volatilidade recente no mercado?,Não - reduziu levemente
Q042,O interesse de seus clientes por investimentos internacionais aumentou após o anúncio das tarifas e a volatilidade recente no mercado?,Sim - consideravelmente
Q042,O interesse de seus clientes por investimentos internacionais aumentou após o anúncio das tarifas e a volatilidade recente no mercado?,Não - reduziu consideravelmente
Q042,O interesse de seus clientes por investimentos internacionais aumentou após o anúncio das tarifas e a volatilidade recente no mercado?,Não - reduziu razoavelmente
Q043,Seus clientes acreditam que o atual ciclo de alta de juros no Brasil está próximo do fim?,Sim
Q043,Seus clientes acreditam que o atual ciclo de alta de juros no Brasil está próximo do fim?,Não tem certeza / Preferem não opinar
Q043,Seus clientes acreditam que o atual ciclo de alta de juros no Brasil está próximo do fim?,"Não, ainda veem espaço para novos aumentos"
Q043,Seus clientes acreditam que o atual ciclo de alta de juros no Brasil está próximo do fim?,Não acompanham esse tipo de informação
Q044,A partir de qual nível de Selic seus clientes começam a se interessar por renda variável?,10%
Q044,A partir de qual nível de Selic seus clientes começam a se interessar por renda variável?,=< 8%
Q044,A partir de qual nível de Selic seus clientes começam a se interessar por renda variável?,9%
Q044,A partir de qual nível de Selic seus clientes começam a se interessar por renda variável?,11%
Q044,A partir de qual nível de Selic seus clientes começam a se interessar por renda variável?,12%
Q044,A partir de qual nível de Selic seus clientes começam a se interessar por renda variável?,13%
Q044,A partir de qual nível de Selic seus clientes começam a se interessar por renda variável?,14%
Q045,Como seus clientes costumam reagir a fortes quedas de mercado (ex.: -5% na Bolsa)?,Ficam inseguros e buscam orientação
Q045,Como seus clientes costumam reagir a fortes quedas de mercado (ex.: -5% na Bolsa)?,Aguardam estabilidade antes de agir
Q045,Como seus clientes costumam reagir a fortes quedas de mercado (ex.: -5% na Bolsa)?,Aproveitam para aumentar exposição (oportunidade)
Q045,Como seus clientes costumam reagir a fortes quedas de mercado (ex.: -5% na Bolsa)?,Vendem parte da posição para se protegerem
Q046,Qual é a percepção predominante dos seus clientes sobre a taxa de câmbio referente ao dólar?,Acreditam que vai subir e querem se proteger
Q046,Qual é a percepção predominante dos seus clientes sobre a taxa de câmbio referente ao dólar?,Acreditam que vai permanecer estável
Q046,Qual é a percepção predominante dos seus clientes sobre a taxa de câmbio referente ao dólar?,Não consideram relevante para a carteira
Q046,Qual é a percepção predominante dos seus clientes sobre a taxa de câmbio referente ao dólar?,Acreditam que vai cair e estão evitando ativos atrelados
Q047,As recentes mudanças nas regras do IOF sobre investimentos/previdência alteraram a visão dos seus clientes?,"Não, a maioria dos clientes não percebeu ou entendeu a mudança"
Q047,As recentes mudanças nas regras do IOF sobre investimentos/previdência alteraram a visão dos seus clientes?,"Sim, reduziu o interesse por investimentos internacionais/offshore"
Q047,As recentes mudanças nas regras do IOF sobre investimentos/previdência alteraram a visão dos seus clientes?,"Não, mesmo sabendo da mudança, mantiveram as estratégias"
Q047,As recentes mudanças nas regras do IOF sobre investimentos/previdência alteraram a visão dos seus clientes?,"Sim, reduziu o interesse por previdência privada"
Q048,Como você avaliaria o nível de compreensão dos seus clientes sobre o atual cenário macro?,"Médio - acompanham, mas com compreensão limitada"
Q048,Como você avaliaria o nível de compreensão dos seus clientes sobre o atual cenário macro?,"Baixo - ouvem falar, mas não conectam com seus investimentos"
Q048,Como você avaliaria o nível de compreensão dos seus clientes sobre o atual cenário macro?,Alto - entendem os principais impactos econômicos
Q048,Como você avaliaria o nível de compreensão dos seus clientes sobre o atual cenário macro?,Muito baixo - não demonstram interesse ou conhecimento
Q049,Como seus clientes enxergam a trajetória da inflação nos próximos 12 meses e como isso tem influenciado o posicionamento deles em investimentos?,"Inflação estável - estão mantendo uma carteira diversificada, sem grandes mudanças"
Q049,Como seus clientes enxergam a trajetória da inflação nos próximos 12 meses e como isso tem influenciado o posicionamento deles em investimentos?,Inflação em alta - estão priorizando ativos atrelados à inflação (ex.: Tesouro IPCA)
Q049,Como seus clientes enxergam a trajetória da inflação nos próximos 12 meses e como isso tem influenciado o posicionamento deles em investimentos?,Não possuem opinião formada sobre a inflação e/ou não alteraram suas carteiras
Q049,Como seus clientes enxergam a trajetória da inflação nos próximos 12 meses e como isso tem influenciado o posicionamento deles em investimentos?,Inflação em queda - estão buscando mais exposição a renda fixa prefixada ou ações
Q050,A performance dos ativos no 1o semestre gerou mudanças nas carteiras dos seus clientes?,"Nao, seguiram alocando primordialmente em renda fixa"
Q050,A performance dos ativos no 1o semestre gerou mudanças nas carteiras dos seus clientes?,"Sim, aumentou interesse em Bolsa brasileira"
Q050,A performance dos ativos no 1o semestre gerou mudanças nas carteiras dos seus clientes?,"Sim, aumentou o interesse em Bolsa brasileira e ativos internacionais"
Q050,A performance dos ativos no 1o semestre gerou mudanças nas carteiras dos seus clientes?,"Sim, aumentou interesse em ativos internacionais"
Q051,"Diante do contexto recente de alterações nas relações comerciais entre Brasil e EUA, incluindo anúncios de tarifas, quais movimentos de alocação você tem observado nas carteiras dos clientes?","Aumentaram a alocação em renda fixa local (prefixado, CDI ou IPCA+)"
Q051,"Diante do contexto recente de alterações nas relações comerciais entre Brasil e EUA, incluindo anúncios de tarifas, quais movimentos de alocação você tem observado nas carteiras dos clientes?",Não realizaram alterações relevantes nas carteiras
Q051,"Diante do contexto recente de alterações nas relações comerciais entre Brasil e EUA, incluindo anúncios de tarifas, quais movimentos de alocação você tem observado nas carteiras dos clientes?",Aumentaram a exposição a ativos dolarizados
Q051,"Diante do contexto recente de alterações nas relações comerciais entre Brasil e EUA, incluindo anúncios de tarifas, quais movimentos de alocação você tem observado nas carteiras dos clientes?",Reforçaram posições em ações locais mais defensivas (setores de menor beta ou menos cíclicos)
Q051,"Diante do contexto recente de alterações nas relações comerciais entre Brasil e EUA, incluindo anúncios de tarifas, quais movimentos de alocação você tem observado nas carteiras dos clientes?",Reduziram risco de forma não estruturada
Q051,"Diante do contexto recente de alterações nas relações comerciais entre Brasil e EUA, incluindo anúncios de tarifas, quais movimentos de alocação você tem observado nas carteiras dos clientes?",Outro
Q052,A expectativa de início do ciclo de cortes na Selic em 2026 influenciou de alguma forma as alocações dos seus clientes?,Mantiveram a estratégia anterior
Q052,A expectativa de início do ciclo de cortes na Selic em 2026 influenciou de alguma forma as alocações dos seus clientes?,Aumentaram exposição à bolsa
Q052,A expectativa de início do ciclo de cortes na Selic em 2026 influenciou de alguma forma as alocações dos seus clientes?,Realocaram de ações defensivas para cíclicas/sensíveis a juros
Q052,A expectativa de início do ciclo de cortes na Selic em 2026 influenciou de alguma forma as alocações dos seus clientes?,Reduziram posição em renda fixa
